product_id,nlp_vector
31543,name Aardappelpuree in vlokken name_search aardappelpuree in vlokken remarks Mange ta purÃ©e ! Nature brands Carrefour brands_search carrefour categories aardappelen en graanproducten
31544,"name Yoghurt volle gesuikerd bosbes name_search yoghurt volle gesuikerd bosbes remarks Yaourt entier sucrÃ© myrtille synonyms yaourt, yoghurt brands Pur Natur brands_search pur natur categories melkproducten en vervangers"
31545,"name Pur natur bio yoghurt mager name_search pur natur bio yoghurt mager remarks Pur natur bio yaourt maigre synonyms yaourt, yoghurt brands Pur Natur brands_search pur natur categories melkproducten en vervangers"
31546,"name OÃ¯kos Griekse yoghurt natuur gesuikerd name_search oikos griekse yoghurt natuur gesuikerd remarks OÃ¯kos Yaourt Ã  la Grecque nature sucrÃ© synonyms griekse yoghurt, yaourt, yoghurt brands Danone brands_search danone categories melkproducten en vervangers"
31547,name Ontbijtkoekjes met stukjes chocolade name_search ontbijtkoekjes met stukjes chocolade remarks Biscuits petit-dejeuner aux Petites de chocolat brands Boni brands_search boni categories extra
31548,name Rijstpap met vanillesmaak name_search rijstpap met vanillesmaak remarks Riz au lait categories melkproducten en vervangers
31549,"name Oikos Griekse yoghurt framboos name_search oikos griekse yoghurt framboos remarks Oikos Yaourt Ã  la Grecque framboise synonyms griekse yoghurt, yaourt, yoghurt brands Danone brands_search danone categories melkproducten en vervangers"
31550,name Danio luchtige kwark aardbei-vanille name_search danio luchtige kwark aardbei-vanille remarks Danio luchtige kwark aardbei-vanille synonyms verse kaas met fruit brands Danone brands_search danone categories melkproducten en vervangers
31551,"name Oikos Griekse yoghurt passievruchten name_search oikos griekse yoghurt passievruchten remarks Oikos yaourt Ã  la Grecque fruit de la passion synonyms griekse yoghurt, yaourt, yoghurt brands Danone brands_search danone categories melkproducten en vervangers"
31552,"name Yoghurt op perzik name_search yoghurt op perzik remarks Yaourt sur pÃªches synonyms yaourt, yoghurt brands Campina brands_search campina categories melkproducten en vervangers"
31553,name Choco perles crisp name_search choco perles crisp remarks Choco perles crisp synonyms yoghurt met vanillesmaak en chocoladeparels brands Milsani brands_search milsani categories melkproducten en vervangers
31554,"name Jonagored stoofappels name_search jonagored stoofappels remarks Jonagored pommes Ã  Ã©tuver synonyms appel brands Bel'export, Carrefour brands_search belexport, carrefour categories fruit"
31555,"name Ontbijtkoek zero (met polyolen) name_search ontbijtkoek zero (met polyolen) remarks Ontbijtkoek zero (avec polyols) synonyms honingkoek, peperkoek brands Peijnenburg brands_search peijnenburg categories broodbeleg, extra"
31556,name Room 30% name_search room 30% remarks CrÃ¨me fraÃ®che brands Milsani brands_search milsani categories extra
31557,name Brinta volkoren graanontbijt name_search brinta volkoren graanontbijt remarks Brinta Petit dÃ©jeuner aux cÃ©rÃ©ales complÃ¨tes synonyms ontbijtgranen brands Brinta brands_search brinta categories aardappelen en graanproducten
31558,"name Amandeldrink ongezoet name_search amandeldrink ongezoet remarks Amandeldrink ongezoet synonyms amandeldrank, amandelmelk brands My Vay brands_search my vay categories melkproducten en vervangers"
31559,name Rundvleessalade name_search rundvleessalade remarks Rundvleessalade synonyms vleessalade brands Albert Heijn brands_search albert heijn categories vlees vis ei en vleesvervanger
31560,name Quaker Havermoutreep smaak golden syrup name_search quaker havermoutreep smaak golden syrup remarks Quaker Barres aux flocons d'avoine saveure golden syrup synonyms granenreep brands Quaker brands_search quaker categories extra
31561,"name The original crunchy absolute nuts granola name_search the original crunchy absolute nuts granola remarks The original crunchy absolute nuts granola synonyms granola, ontbijtgranen brands Jordanâ€™s brands_search jordans categories aardappelen en graanproducten"
31562,name Volle yoghurt natuur name_search volle yoghurt natuur remarks Yaourt entier nature brands Carrefour brands_search carrefour categories melkproducten en vervangers
31563,name Crisp choco-caramel name_search crisp choco-caramel remarks Crisp choco-caramel synonyms ontbijtgranen brands Golden bridge brands_search golden bridge categories aardappelen en graanproducten
31564,"name Muesli de luxe name_search muesli de luxe remarks Muesli de luxe synonyms muesli, ontbijtgranen brands Jordanâ€™s brands_search jordans categories aardappelen en graanproducten"
31565,name Zwan Weense worstjes name_search zwan weense worstjes remarks Zwan Saucisses de vienne brands Zwan brands_search zwan categories vlees vis ei en vleesvervanger
31566,name Rijstdessert vanille name_search rijstdessert vanille remarks Rijstdessert vanille synonyms rijstpap brands Bieze Food Solutions brands_search bieze food solutions categories melkproducten en vervangers
31567,"name Speculoospasta name_search speculoospasta remarks PÃ¢te Ã  tartiner speculoos brands Albert Heijn brands_search albert heijn categories broodbeleg, extra"
31568,name Knoppers wafel name_search knoppers wafel remarks Knoppers synonyms koek brands Storck brands_search storck categories extra
31569,"name Activia Natuur magere yoghurt name_search activia natuur magere yoghurt remarks Activia Yaourt Nature Maigre synonyms yaourt, yoghurt brands Danone brands_search danone categories melkproducten en vervangers"
31570,name Macarons name_search macarons remarks Macarons brands Deluxe brands_search deluxe categories extra
31571,"name Romige yoghurt aardbei name_search romige yoghurt aardbei remarks Creamy yoghurt strawberry synonyms yaourt, yoghurt brands Delhaize brands_search delhaize categories melkproducten en vervangers"
31572,name Hollandaise saus name_search hollandaise saus remarks Sauce Hollandaise synonyms saus brands Asal brands_search asal categories extra
31573,name Quiche lorraine spinazie en geitenkaas name_search quiche lorraine spinazie en geitenkaas remarks Quiche lorraine Ã©pinards et fromage de chÃ¨re synonyms quiche brands tradition et terroir brands_search tradition et terroir categories bereid gerecht
31574,"name Verse kaas mager remarks Fromage frais maigre synonyms platte kaas, verse kaas, witte kaas"
31575,"name Jumbo peanuts, pinda's in de dop geroosterd name_search jumbo peanuts, pindas in de dop geroosterd remarks Roasted Jumbo peanuts in shell synonyms pinda brands Alesto brands_search alesto categories noten en zaden"
31576,name Wraps glutenvrij name_search wraps glutenvrij remarks Wraps sans gluten synonyms tortilla brands SchÃ¤r brands_search schar categories aardappelen en graanproducten
31577,"name Beckers Bicky Dressing name_search beckers bicky dressing remarks Beckers Bicky Dressing synonyms bickysaus, saus brands Bicky Dressing brands_search bicky dressing categories extra"
31578,"name Parelgort en linzen name_search parelgort en linzen remarks Orge mondÃ© et lentilles brands Le Jardin de Lydie, Lydie Bio brands_search le jardin de lydie, lydie bio categories aardappelen en graanproducten"
31579,name Latte macchiato name_search latte macchiato remarks Latte macchiato synonyms koffie brands Bellarom brands_search bellarom categories dranken
31580,"name Geroosterde varkensrib name_search geroosterde varkensrib remarks CÃ´te de porc rÃ´tie synonyms vleeswaren brands DÃ©lifin, Delhaize brands_search delifin, delhaize categories vlees vis ei en vleesvervanger"
31581,name Krokante wafeltjes name_search krokante wafeltjes remarks Gaufres Croustillantes synonyms koek brands Lotus brands_search lotus categories extra
31582,"name Keizerbroodjes name_search keizerbroodjes remarks Keizerbroodjes synonyms broodje, pistolet, witte broodjes brands Lidl, Tastino brands_search lidl, tastino categories aardappelen en graanproducten"
31583,name Abrikozentaart name_search abrikozentaart remarks Abrikozentaart brands Carrefour brands_search carrefour categories extra
31584,name Vruchtenkorf fit name_search vruchtenkorf fit remarks Vruchtenkorf fit brands TÃ¶nnissteiner brands_search tonnissteiner categories dranken
31585,name Petit beurre chocolade (glutenvrij) name_search petit beurre chocolade (glutenvrij) remarks Petit beurre chocolat (sans gluten) synonyms koek brands SchÃ¤r brands_search schar categories extra
31586,"name Speculoos name_search speculoos remarks SpÃ©culoos synonyms koek, speculaas brands Delice brands_search delice categories extra"
31587,name Bfast bowl vegan name_search bfast bowl vegan remarks Bfast bowl vegan brands Exki brands_search exki categories bereid gerecht
31588,"name Finocchiona name_search finocchiona remarks Finocchiona synonyms vleeswaren, worst brands Macelleria Toscana brands_search macelleria toscana categories vlees vis ei en vleesvervanger"
31589,name TÃ¶nissteiner Orange Fit remarks TÃ¶nissteiner Orange Fit synonyms limonade
31590,name Wrap naturel name_search wrap naturel remarks Wrap naturel synonyms tortilla brands Gordita brands_search gordita categories aardappelen en graanproducten
31591,name Kaas geraspt pittig 45+ name_search kaas geraspt pittig 45+ remarks Fromage rÃ¢pÃ© Ã©picÃ©e 45+ synonyms gemalen kaas brands De Zaanse hoeve brands_search de zaanse hoeve categories melkproducten en vervangers
31592,"name Zoete aardappelfrieten name_search zoete aardappelfrieten remarks Fritte patate douce synonyms frieten, zoete aardappel brands Delhaize brands_search delhaize categories aardappelen en graanproducten"
31593,name Edelsalami name_search edelsalami remarks Saucisson fin synonyms salami brands DÃ©lifin brands_search delifin categories vlees vis ei en vleesvervanger
31594,name Kipfilet met curry name_search kipfilet met curry remarks Poulet curry brands DÃ©lifin brands_search delifin categories vlees vis ei en vleesvervanger
31595,name Kipfiletblokjes name_search kipfiletblokjes remarks DÃ©s de filet de poulet synonyms kipfilet brands Belgian Quality brands_search belgian quality categories vlees vis ei en vleesvervanger
31596,"name Canderel Green name_search canderel green remarks Canderel Green synonyms zoetmiddel, zoetstof brands Canderel brands_search canderel categories extra"
31597,name Kokosrotsjes name_search kokosrotsjes remarks Rochers coco synonyms koek brands Carrefour brands_search carrefour categories extra
31598,"name Ontbijtkoek met roggemeel name_search ontbijtkoek met roggemeel remarks Ontbijtkoek met roggemeel synonyms honingkoek, peperkoek brands Albert Heijn brands_search albert heijn categories broodbeleg, extra"
31599,"name Tijgerrol name_search tijgerrol remarks RoulÃ© tigre synonyms cake, gebak brands Everyday brands_search everyday categories extra"
31600,name Pringles chips Sour Cream & Onion name_search pringles chips sour cream & onion remarks Pringles chips Sour Cream & Onion synonyms chips brands Pringles brands_search pringles categories extra
31601,name Crunchy muesli met stukjes aardbeien name_search crunchy muesli met stukjes aardbeien remarks Crunchy muesli avec fraises synonyms ontbijtgranen brands Crownfield brands_search crownfield categories aardappelen en graanproducten
31602,"name Sinaasappelconfituur name_search sinaasappelconfituur remarks Confiture d'Orange synonyms confiture, confituur brands Rabeko brands_search rabeko categories broodbeleg, extra"
31603,"name Damhert Cola gums (met polyolen) name_search damhert cola gums (met polyolen) remarks Damhert Cola gums (avec polyols) synonyms snoep, snoep met polyolen brands Damhert  nutrition brands_search damhert  nutrition categories extra"
31604,name Roomkaas lactosevrij name_search roomkaas lactosevrij remarks Fromage a tartiner lactofree synonyms smeerkaas brands Arla brands_search arla categories melkproducten en vervangers
31605,name Baksoda bakpoeder remarks Baking soda synonyms bakpoeder
31606,name Dunne maiswafels met zeezout name_search dunne maiswafels met zeezout remarks Dunne maiswafels met zeezout synonyms maiswafels
31607,"name Gouda Belgische 48+ (oud) name_search gouda belgische 48+ (oud) remarks Gouda belge 48 + (vieux) synonyms goudakaas, harde kaas, kaas brands Milbona brands_search milbona categories melkproducten en vervangers"
31608,name High proteÃ¯n aardbei granaatappel name_search high protein aardbei granaatappel remarks High proteÃ¯n fraise grenade synonyms eiwitrijk product brands Milbona brands_search milbona categories melkproducten en vervangers
31609,"name Magere yoghurt met aardbeien name_search magere yoghurt met aardbeien remarks Yaourt maigre aux fraises synonyms yaourt, yoghurt brands Milbona brands_search milbona categories melkproducten en vervangers"
31610,name Mozzarella name_search mozzarella remarks Mozzarella synonyms zachte kaas brands Milbona brands_search milbona categories melkproducten en vervangers
31611,name Verse luchtige kaas peer name_search verse luchtige kaas peer remarks Fromage frais poire fouettÃ© synonyms verse kaas met fruit brands Milbona brands_search milbona categories melkproducten en vervangers
31612,name Popcorn zoet (glutenvrij) name_search popcorn zoet (glutenvrij) remarks Pop-corn sucrÃ© sans gluten synonyms popcorn brands Jimmy's brands_search jimmys categories extra
31613,name Emmental gemalen kaas name_search emmental gemalen kaas remarks Emmental synonyms gemalen kaas brands Milbona brands_search milbona categories melkproducten en vervangers
31614,"name Alpro Dessert Chocolade name_search alpro dessert chocolade remarks Alpro Dessert Chocolat synonyms chocoladepudding, puding brands Alpro brands_search alpro categories melkproducten en vervangers"
31615,"name Yoghurt mager kersen name_search yoghurt mager kersen remarks Yaourt maigre cerise synonyms yaourt, yoghurt brands Milbona brands_search milbona categories melkproducten en vervangers"
31616,name Skyr perzik-passievruchten name_search skyr perzik-passievruchten remarks Skyr pÃªche - fruits de la passion brands Milbona brands_search milbona categories melkproducten en vervangers
31617,name Bagels met sesamzaad name_search bagels met sesamzaad remarks Bagels met sesamzaad synonyms bagels brands onbekend brands_search onbekend categories extra
31618,"name Confituur van verse rabarber name_search confituur van verse rabarber remarks Confiture de rhubarbe fraÃ®che synonyms confiture, confituur brands Materne brands_search materne categories broodbeleg, extra"
31619,"name Witte kaas vanille name_search witte kaas vanille remarks Fromage blanc vanille synonyms platte kaas, verse kaas brands Nova brands_search nova categories melkproducten en vervangers"
31620,"name Appelcompote zonder toegevoegde suiker name_search appelcompote zonder toegevoegde suiker remarks Compote de pommes sans sucres ajoutÃ©s synonyms appelmoes, appelspijs, compote brands Materne brands_search materne categories fruit"
31621,name Champignons gesneden (blik) name_search champignons gesneden (blik) remarks Champignons pieds et morceaux brands King's crown brands_search kings crown categories groenten
31622,"name Veganaise name_search veganaise remarks Veganaise synonyms condiments, sauces, saus brands Carrefour brands_search carrefour categories extra"
31623,name TartÃ©lice citroen name_search tartelice citroen remarks TartÃ©lice citron synonyms gebak brands Lotus brands_search lotus categories extra
31624,name Milka Mix paaseitjes name_search milka mix paaseitjes remarks Milka Oeufs de PÃ¢ques mix synonyms chocolade brands Milka brands_search milka categories extra
31625,"name Groenten- en vruchtensap Multi vitamine ACE name_search groenten- en vruchtensap multi vitamine ace remarks Jus Multi vitamine ACE synonyms fruitsap, vruchtensap brands Albert Heijn brands_search albert heijn categories dranken"
31626,name Optifit smeervet 35% name_search optifit smeervet 35% remarks Optifit produit Ã  tartiner 35% synonyms smeervet 35% brands Butella brands_search butella categories smeer- en bereidingsvet
31627,name Meergranenbrood name_search meergranenbrood remarks Pain multicÃ©rÃ©als synonyms brood categories aardappelen en graanproducten
31628,"name Danette Chocolade name_search danette chocolade remarks Danette Chocolate synonyms dessert, pudding brands Danone brands_search danone categories extra, melkproducten en vervangers"
31629,name Granenreep met groene appel name_search granenreep met groene appel remarks Barres aux cÃ©rÃ©ales Ã  la pomme verte synonyms granenreep brands Carrefour brands_search carrefour categories extra
31630,name Rijst voor rijstpap name_search rijst voor rijstpap remarks Riz pour riz au lait
31631,"name Salade op basis van quinoa name_search salade op basis van quinoa remarks Salade de Quinoa synonyms maaltijdsalade brands Boni, Colruyt brands_search boni, colruyt categories bereid gerecht"
31632,name Lasagne bolognese name_search lasagne bolognese remarks Lasagne bolognese brands Lidl brands_search lidl categories bereid gerecht
31633,"name Aardbeienconfituur met maltitol (met polyolen) name_search aardbeienconfituur met maltitol (met polyolen) remarks Confiture de fraises avec maltitol synonyms confiture, confituur brands Delhaize brands_search delhaize categories extra"
31634,name Chocolademelk halfvol name_search chocolademelk halfvol remarks Lait choco demi-Ã©crÃ©mÃ© synonyms chocolademelk brands Everyday brands_search everyday categories melkproducten en vervangers
31635,name Wellness flakes met zwarte chocolade name_search wellness flakes met zwarte chocolade remarks Wellness flakes chocolat noir synonyms ontbijtgranen brands Golden bridge brands_search golden bridge categories aardappelen en graanproducten
31636,name Instant Soep - Prei name_search instant soep - prei remarks Instant Soup - Poireau synonyms minutesoep brands kania brands_search kania categories dranken
31637,"name Anijshagel name_search anijshagel remarks Anijshagel synonyms hagelslag brands De Ruijter brands_search de ruijter categories broodbeleg, extra"
31638,name Frites saus halfvol name_search frites saus halfvol remarks Frites saus halfvol synonyms saus brands Remia brands_search remia categories extra
31639,"name Knorr fijne kruiden bouillon (bereid) name_search knorr fijne kruiden bouillon (bereid) remarks Knorr fines herbes bouillon (prÃ©parÃ©) synonyms bouillon, heldere bouillon brands Knorr brands_search knorr categories dranken"
31640,name Pesto met basilicum uit GenÃ¨ve en cashewnoten name_search pesto met basilicum uit geneve en cashewnoten remarks Pesto au basilic de GÃªnes et noix de cajou synonyms pesto brands Fairtrade brands_search fairtrade
31641,"name Milka choco name_search milka choco remarks Milka choco synonyms choco, chocopasta brands Milka brands_search milka categories broodbeleg, extra"
31642,name Lotus Amico name_search lotus amico remarks Lotus Amico synonyms cake brands Lotus brands_search lotus categories extra
31643,name Milka Choc And Choc name_search milka choc and choc remarks Milka Choc And Choc synonyms koek met chocolade brands Milka brands_search milka categories extra
31644,name Vanillewafels bedekt met chocolade name_search vanillewafels bedekt met chocolade remarks Gaufres Vanille cacao synonyms wafels brands Everyday brands_search everyday
31645,name Smoothie aux fruits The red one name_search smoothie aux fruits the red one remarks Smoothie aux fruits The red one brands Ella's Kitchen brands_search ellas kitchen categories fruit
31646,name Cookies Milk & Dark Chocolate (L) name_search cookies milk & dark chocolate (l) remarks Cookies Milk & Dark Chocolate brands Tivoli cookies brands_search tivoli cookies categories extra
31647,name Milka Cake & Choc remarks Milka Cake & Choc synonyms cake
31648,name Mallow cakes melkchocolade name_search mallow cakes melkchocolade remarks Mallow cakes chocolat au lait brands Carrefour brands_search carrefour categories extra
31649,"name St. Bernardus bier Abt 12 (10%) name_search st. bernardus bier abt 12 (10%) remarks BiÃ¨re St. Bernardus Abt 12 (10%) synonyms bier, biere brands St. Bernardus brands_search st. bernardus categories alcohol"
31650,"name Premium Almond Ice cream name_search premium almond ice cream remarks Premium Almond Ice cream synonyms ijsroom, roomijs brands Gelatelli, Lidl brands_search gelatelli, lidl categories extra"
31651,"name Maes Radler Citroen 0.0% name_search maes radler citroen 0.0% remarks Maes Radler Citron 0.0% synonyms alcoholvrij bier brands Maes brands_search maes categories alcohol, dranken"
31652,name Groentekrans in botersaus name_search groentekrans in botersaus remarks PoÃªlÃ©e de lÃ©gumes sauce au beurre brands ardo brands_search ardo categories groenten
31653,name Mayonaise light name_search mayonaise light remarks Mayonnaise light synonyms saus brands Regalo brands_search regalo categories extra
31654,"name Gluten free Ancient Grains toasted museli name_search gluten free ancient grains toasted museli remarks Gluten free Ancient Grains toasted museli synonyms muesli, ontbijtgranen brands Eat natural brands_search eat natural categories aardappelen en graanproducten"
31655,name Brood 100% mie volkoren name_search brood 100% mie volkoren remarks Pain 100% mie complet brands Harry's brands_search harrys categories aardappelen en graanproducten
31656,"name Lasagne Bolognese plant-based name_search lasagne bolognese plant-based remarks Lasagne Bolognese plant-based synonyms lasagna, vegetarische lasagne brands Come A Casa brands_search come a casa categories bereid gerecht"
31657,"name Yoghurt volle gesuikerd framboos muesli name_search yoghurt volle gesuikerd framboos muesli remarks Yaourt entier sucrÃ© framboise muesli synonyms yaourt, yoghurt brands Pur Natur brands_search pur natur categories melkproducten en vervangers"
31658,"name Roomyoghurt perzik maracuja name_search roomyoghurt perzik maracuja remarks Yaourt Ã  la crÃ¨me pÃªche maracuja synonyms yaourt, yoghurt brands Almhof brands_search almhof categories melkproducten en vervangers"
31659,name Yakult light name_search yakult light remarks Yakult light brands Yakult brands_search yakult categories melkproducten en vervangers
31660,name Spa fruit citroen bruisend name_search spa fruit citroen bruisend remarks Spa fruit citron petillant synonyms water met smaak
31661,"name Halfvolle milde yoghurt name_search halfvolle milde yoghurt remarks Yaourt demi-Ã©cremÃ© synonyms yaourt, yoghurt brands Campina brands_search campina categories melkproducten en vervangers"
31662,name Halfvolle melk bio name_search halfvolle melk bio remarks Lait demi-Ã©crÃ©mÃ© bio synonyms melk brands Delhaize brands_search delhaize categories melkproducten en vervangers
31663,"name Confituur 4 vruchten name_search confituur 4 vruchten remarks Confiture de 4 fruits synonyms confiture, confituur brands Materne brands_search materne categories broodbeleg, extra"
31664,name Vissticks name_search vissticks remarks Vissticks synonyms gepaneerde vis brands Albert Heijn brands_search albert heijn categories vlees vis ei en vleesvervanger
31665,"name Halfvolle yoghurt aardbei-kers name_search halfvolle yoghurt aardbei-kers remarks Yaourt demi-Ã©crÃ©mÃ© fraise-cerise synonyms yaourt, yoghurt brands Inex brands_search inex categories melkproducten en vervangers"
31666,"name Chocoladehagel puur name_search chocoladehagel puur remarks Vermicelles fondant synonyms hagelslag brands De Ruijter brands_search de ruijter categories broodbeleg, extra"
31667,"name Chocoladehagel melk name_search chocoladehagel melk remarks Vermicelles de chocolat au lait synonyms hagelslag brands De Ruijter brands_search de ruijter categories broodbeleg, extra"
31668,name Salted caramel siroop zero name_search salted caramel siroop zero remarks Salted caramel sauce zero synonyms siroop brands Rabeko brands_search rabeko categories extra
31669,name Hummus natuur bio name_search hummus natuur bio remarks Houmous nature bio synonyms kikkererwtenpasta brands Delhaize brands_search delhaize categories vlees vis ei en vleesvervanger
31670,name Hummus paprika name_search hummus paprika remarks Hummus poivron synonyms kikkererwtenpasta brands De hobbit brands_search de hobbit categories vlees vis ei en vleesvervanger
31671,name Hummus zoete peper name_search hummus zoete peper remarks Hummus zoete peper synonyms kikkererwtenpasta brands Albert Heijn brands_search albert heijn categories vlees vis ei en vleesvervanger
31672,"name Fusilli volkoren (ongekookt) name_search fusilli volkoren (ongekookt) remarks Fusilli blÃ© complet (non cuit) synonyms deegwaren, volkoren pasta brands Combino brands_search combino categories aardappelen en graanproducten"
31673,"name Fusilli volkoren (ongekookt) name_search fusilli volkoren (ongekookt) remarks Fusilli blÃ© complet (non cuit) synonyms deegwaren, volkoren pasta brands Delhaize brands_search delhaize categories aardappelen en graanproducten"
31674,name Sojasaus name_search sojasaus remarks Sauce Soja synonyms saus brands Boni brands_search boni categories extra
31675,"name Verse kaas volle name_search verse kaas volle remarks Fromage frais entier synonyms platte kaas, witte kaas brands Milsani brands_search milsani categories melkproducten en vervangers"
31676,"name Fusilli volkoren (ongekookt) name_search fusilli volkoren (ongekookt) remarks Fusilli blÃ© complet (non cuit) synonyms deegwaren, volkoren pasta brands Albert Heijn brands_search albert heijn categories aardappelen en graanproducten"
31677,"name Appelstroop name_search appelstroop remarks Sirop de pomme synonyms luikse stroop, stroop brands Albert Heijn brands_search albert heijn categories broodbeleg, extra"
31678,name Mix om frangipane te bereiden name_search mix om frangipane te bereiden remarks Mix pour frangipane brands Aveve brands_search aveve categories extra
31679,"name Holie's Crunchy muesli protein name_search holies crunchy muesli protein remarks Holie's Crunchy muesli protein synonyms cereales, muesli, ontbijtgranen brands Holie brands_search holie categories aardappelen en graanproducten"
31680,"name Tijgerbrood wit name_search tijgerbrood wit remarks Pain tigre blanc synonyms brood, wit brood brands Uba brands_search uba categories aardappelen en graanproducten"
31681,name Filet de saxe name_search filet de saxe remarks Filet de saxe brands Colruyt brands_search colruyt categories vlees vis ei en vleesvervanger
31682,"name Roomkefir aardbeien name_search roomkefir aardbeien remarks KÃ©fir de crÃ¨me fraise synonyms yaourt, yoghurt brands Laitois brands_search laitois categories melkproducten en vervangers"
31683,name Margrietbrood name_search margrietbrood remarks Pain Marguerite synonyms broodje brands Delhaize brands_search delhaize categories aardappelen en graanproducten
31684,name Pannenkoeken mengeling name_search pannenkoeken mengeling remarks MÃ©lange pour crÃªpes synonyms mix om pannenkoeken te bereiden brands Boni brands_search boni categories aardappelen en graanproducten
31685,name Bruine bonen bio (gedroogd) name_search bruine bonen bio (gedroogd) remarks Bruine bonen bio (gedroogd) synonyms peulvruchten brands Albert Heijn brands_search albert heijn categories vlees vis ei en vleesvervanger
31686,name Milka Mello Cakes remarks Milka Mello Cakes synonyms cake met chocolade
31687,name Chocoladebroodjes name_search chocoladebroodjes remarks Pains au chocolat brands MaÃ®tre Jean-Pierre brands_search maitre jean-pierre categories aardappelen en graanproducten
31688,name Organic ramen noodles (ongekookt) name_search organic ramen noodles (ongekookt) remarks Organic ramen noodles (non cuit) synonyms noodles brands Hakubaku brands_search hakubaku categories aardappelen en graanproducten
31689,name Melksandwiches name_search melksandwiches remarks Sandwichs au lait synonyms sandwich brands Lidl brands_search lidl categories aardappelen en graanproducten
31690,name Bowl Spaghetti Bolognaise name_search bowl spaghetti bolognaise remarks Bowl Spaghetti Bolognaise brands Carrefour brands_search carrefour categories bereid gerecht
31691,name Bowl tortiglioni arrabiata (vegetarisch) name_search bowl tortiglioni arrabiata (vegetarisch) remarks Bowl tortiglioni arrabiata (vegetarien) synonyms penne brands Carrefour brands_search carrefour categories bereid gerecht
31692,"name Magere yoghurt remarks Yaourt maigre synonyms yaourt, yoghurt"
31693,name Chocolademousse name_search chocolademousse remarks Chocolade mousse au chocolat brands Ursi brands_search ursi categories extra
31694,name Mon dessert double coffee name_search mon dessert double coffee remarks Mon dessert double coffee synonyms mousse brands Ursi brands_search ursi categories extra
31695,"name Yoghurt plus bio active name_search yoghurt plus bio active remarks Yoghurt plus bio active synonyms yaourt, yoghurt brands Pur Natur brands_search pur natur categories melkproducten en vervangers"
31696,"name Hasseltse speculaas name_search hasseltse speculaas remarks Speculoos de hasselt synonyms koek, speculoos brands Monarc brands_search monarc categories broodbeleg, extra"
31697,"name Gerookt paardenvlees name_search gerookt paardenvlees remarks Filet de cheval fumÃ© synonyms vleeswaren brands DÃ©lifin brands_search delifin categories broodbeleg, vlees vis ei en vleesvervanger"
31698,name Wraps name_search wraps remarks Wraps synonyms tortilla brands DÃ©lipain brands_search delipain categories aardappelen en graanproducten
31699,name Doritos Nacho cheese name_search doritos nacho cheese remarks Doritos Nacho cheese synonyms chips brands Doritos brands_search doritos categories extra
31700,name Low carb tortillas wraps name_search low carb tortillas wraps remarks Low carb tortillas wraps synonyms tortilla brands Kruidvat brands_search kruidvat categories aardappelen en graanproducten
31701,name Worstenbroodje name_search worstenbroodje remarks Pain saucisse brands Jumbo brands_search jumbo categories bereid gerecht
31702,"name Dilea Boter zonder lactose name_search dilea boter zonder lactose remarks Dilea Beurre sans lactose synonyms boter, lactosevrij brands Dilea brands_search dilea categories smeer- en bereidingsvet"
31703,name Stevia kristalpoeder multi gebruik (bevat polyolen) name_search stevia kristalpoeder multi gebruik (bevat polyolen) remarks Stevia kristalpoeder (avec polyols) synonyms zoetmiddel brands Pure via brands_search pure via categories extra
31704,name Stevia klontje (bevat polyolen) name_search stevia klontje (bevat polyolen) remarks Stevia klontje (avec polyols) synonyms zoetmiddel brands Pure via brands_search pure via categories extra
31705,name Rijstgriesmeel (bindmiddel) name_search rijstgriesmeel (bindmiddel) remarks Semoule de riz (bindmiddel) synonyms om rijstpap te bereiden brands Anco brands_search anco categories aardappelen en graanproducten
31706,"name Pure chocolade name_search pure chocolade remarks Chocolat fondant synonyms fondant chocolade, pure chocolade, zwarte chocolade brands CÃ´te d'or brands_search cote dor categories extra"
31707,"name Kaiserbroodjes (om af te bakken) name_search kaiserbroodjes (om af te bakken) remarks Pain Empereur (prÃ©cuit) synonyms keizerbroodjes, witte broodjes brands Albert Heijn brands_search albert heijn categories aardappelen en graanproducten"
31708,"name Crunchy Muesli Stevia bosvruchten name_search crunchy muesli stevia bosvruchten remarks Crunchy Muesli Stevia Fruits Rouges synonyms muesli, ontbijtgranen brands Delhaize brands_search delhaize categories aardappelen en graanproducten"
31709,"name Haver muesli bessen name_search haver muesli bessen remarks Muesli dâ€™avoine baies synonyms havermout, muesli, ontbijtgranen brands Bauck Hof brands_search bauck hof categories aardappelen en graanproducten"
31710,"name Cornet vanille name_search cornet vanille remarks Cornet vanille synonyms cornetto, ijshoorntje, ijsroom, roomijs brands Mucci brands_search mucci categories extra"
31711,"name Aardbeienconfituur name_search aardbeienconfituur remarks Confiture fraise synonyms confiture, confituur brands Everyday brands_search everyday categories broodbeleg, extra"
31712,name Choco Quick name_search choco quick remarks Choco Quick synonyms cacaopoeder brands Everyday brands_search everyday categories extra
31713,name Chokini name_search chokini remarks Chokini synonyms koek brands Bahlsen brands_search bahlsen categories extra
31714,"name Raw cracker kikkererwten zeewier name_search raw cracker kikkererwten zeewier remarks Raw cracker kikkererwten zeewier synonyms cracker, low carb brands Raw organic food brands_search raw organic food categories aardappelen en graanproducten"
31715,name Boekweitmeel (glutenvrij) name_search boekweitmeel (glutenvrij) remarks Boekweitmeel (sans gluten) brands Albert Heijn brands_search albert heijn categories aardappelen en graanproducten
